x;y;gid;Name;description;new
6.1864568;51.1452874;394;Dalheimer Hof;Gaststätte;Restaurant
6.184437;51.1565226;395;Trattoria pizzeria da Giulia & Rosario;Pizzeria;Restaurant
6.2089823;51.1514527;396;Arsbecker Grill;Restaurant;Restaurant
6.2091178;51.1498315;397;Fleischerei Klaus Schmitz;Metzgerei;Metzger
6.16324;51.14846;398;Dalheimer Mühle;Restaurant;Restaurant
6.2111961;51.1429756;399;Steh-Pizzeria da Franco;Pizzeria;Restaurant
6.21091;51.142743;400;Restaurant Crazy XXL;restaurant;Restaurant
6.2096462;51.1409974;401;Kamps Bäckerei;Bäckerei;Baecker
6.2333438;51.136912;402;"Ehemalige Gaststätte "" Zum Toni""";Gaststätte;Restaurant
6.24795;51.11745;403;Werner Hoffmann;Gasthof;Restaurant
6.264717;51.123007;405;Tüschenbroicher Mühle GmbH & Co. KG;Restaurant;Restaurant
6.2602835;51.1370033;406;Klinkumer Schlemmer Stübchen;Restaurant;Restaurant
6.25187;51.13556;407;Bäckerei Esser;Bäckerei;Baecker
6.2516551;51.1357892;408;Feinkost Fleischerei Heinz Kohlen;Metzgerei;Metzger
6.24888;51.1360699;409;Metzkerei;Metzgerei;Metzger
6.28423;51.135818;411;Ophover Mühle;Restaurant;Restaurant
6.27524;51.13986;412;Kohlen H.;Metzgerei;Metzger
6.2763865;51.1399815;414;Dalyan Döner - Pizzeria;Imbiss;Restaurant
6.2701662;51.1397629;415;Landbäckerei Stinges;Bäckerei;Baecker
6.2767489;51.1401705;416;Der Grieche;Restaurant;Restaurant
6.2772952;51.1401094;417;Kepinu Pizza;Pizzeria;Restaurant
6.27715;51.14;418;Ristorante - Pizzeria Bella Mia;Pizzeria;Restaurant
6.27731;51.14031;419;Willi Havers;Restaurant;Restaurant
6.2774346;51.1407412;420;Pizzeria Bella Italia;Pizzeria;Restaurant
6.2778444;51.1417661;421;Japi's Bistro;Restaurant;Restaurant
6.2781216;51.1422164;422;Bäckerei Klaus Hinzen;Bäckerei;Baecker
6.2783196;51.1424961;423;Zum Stöckske;Restaurant;Restaurant
6.278901;51.143005;424;Harmonie Pizzeria;Pizzeria;Restaurant
6.2796952;51.1459242;425;Gaststätte Dorfkrug;Gaststätte;Restaurant
6.2801932;51.1467083;426;"Pizzeria ""La Perla""";Pizzeria;Restaurant
6.2729593;51.146548;427;Anni Grothof;Bäckerei;Baecker
6.3062133;51.1325306;428;Ristorante Piro;Restaurant;Restaurant
6.3055594;51.133087;429;Beecker Brauhaus;Brauhaus;Restaurant
6.3028465;51.1336742;430;China Garten;Restaurant;Restaurant
6.3009368;51.1348361;431;Beecker Schlemmereck;Restaurant;Restaurant
6.2907064;51.1373862;432;Christos-Theke;Restaurant;Restaurant
6.2866978;51.1382166;433;Casa Veronica;Restaurant;Restaurant
6.283145;51.1508244;434;Grenzlandgrill;Restaurant;Restaurant
6.2822474;51.1440343;435;Landbäckerei Stinges;Bäckerei;Baecker
6.281474;51.145052;436;Das kleine Steakhaus Wegberg;Restaurant;Restaurant
6.2815922;51.1423399;437;Rusticagrill;Imbiss;Restaurant
6.2834227;51.1388227;439;XinChao Wok & Sushi;Restaurant;Restaurant
6.2829581;51.1389937;440;Adria Grill;Restaurant;Restaurant
6.2825587;51.1392091;441;Landbäckerei Stinges;Bäckerei;Baecker
6.2815441;51.139694;442;Rustica Grill;Restaurant;Restaurant
6.2809056;51.1401968;443;Pizzeria Roma;Pizzeria;Restaurant
6.278598;51.1406293;444;City Grillpfanne;Restaurant;Restaurant
6.27896;51.14059;445;Longo A.;Restaurant;Restaurant
6.2691522;51.1578489;448;Gaststätte Jackels;Gaststätte;Restaurant
6.2676819;51.1637284;449;Ristorante-Pizzeria La Tosca;Restaurant;Restaurant
6.2496665;51.1746281;450;Franz-Josef van deFlierdt;Metzgerei;Metzger
6.2541169;51.1766816;451;Josef Rüther Schnellrestaurant;Imbiss;Restaurant
6.2522283;51.1738651;452;SV Merbeck 1912 e.V.;Restaurant;Restaurant
6.2491041;51.1738016;453;Restaurant Vesuvio;Restaurant;Restaurant
6.27643;51.17276;454;Gasthof und Pension Timmermans;Gaststätte;Restaurant
6.2854629;51.1698158;455;Ristorante La Tosca;Restaurant;Restaurant
6.2845387;51.1694359;456;La Vie en France Französische Spezialitäten;Restaurant;Restaurant
6.33107;51.1176;457;Asiana Restaurant;Restaurant;Restaurant
